date,measurement1,measurement2,user,context1,context2
2019-09-16 04:47:00,11.1,40.0,Justin,entity2,entity1
2019-09-17 05:45:00,11.45,27.0,Justin,entity2,entity1
2019-09-18 05:15:00,10.883333333333333,48.0,Justin,entity2,entity1
2019-09-19 04:48:00,10.833333333333334,10.0,Justin,entity2,entity1
2019-09-20 04:42:00,10.45,21.0,Justin,entity2,entity1
2019-09-21 05:20:00,9.65,31.0,Justin,entity2,entity1
2019-09-22 05:43:00,10.766666666666667,27.0,Justin,entity2,entity1
2019-09-23 05:38:00,12.1,30.0,Justin,entity3,entity1
2019-09-24 05:22:00,11.033333333333333,22.0,Justin,entity3,entity1
2019-09-25 06:09:00,11.05,22.0,Justin,entity3,entity2
2019-09-26 05:27:00,10.033333333333333,19.0,Justin,entity3,entity1
2019-09-27 05:23:00,10.15,23.0,Justin,entity3,entity2
2019-09-28 05:04:00,9.383333333333333,30.0,Justin,entity3,entity1
2019-09-29 04:47:00,8.6,27.0,Justin,entity3,entity1
2019-09-30 05:54:00,12.333333333333334,20.0,Justin,entity3,entity1
2019-10-01 05:56:00,10.7,17.0,Justin,entity3,entity1
2019-10-02 05:24:00,10.566666666666666,11.0,Justin,entity3,entity1
2019-10-03 04:32:00,9.383333333333333,20.0,Justin,entity3,entity1
2019-10-04 05:33:00,9.016666666666666,12.0,Justin,entity3,entity2
2019-10-05 04:44:00,9.266666666666666,23.0,Justin,entity3,entity1
2019-10-09 05:21:00,11.783333333333333,49.0,Justin,entity3,entity1
2019-10-10 04:55:00,10.133333333333333,20.0,Justin,entity3,entity1
2019-10-11 05:01:00,10.666666666666666,43.0,Justin,entity3,entity1
2019-10-12 05:53:00,10.35,72.0,Justin,entity3,entity1
2019-10-13 05:29:00,10.466666666666667,27.0,Justin,entity3,entity1
2019-10-14 04:55:00,9.25,24.0,Justin,entity3,entity1
2019-10-15 05:25:00,10.283333333333333,44.0,Justin,entity3,entity1
2019-03-05 08:52:00,11.016666666666667,45.0,Taylor,entity2,entity1
2019-03-06 08:42:00,10.766666666666667,24.0,Taylor,entity2,entity1
2019-03-07 08:29:00,9.566666666666666,29.0,Taylor,entity2,entity1
2019-03-08 08:27:00,10.333333333333334,29.0,Taylor,entity2,entity1
2019-03-09 08:01:00,8.783333333333333,54.0,Taylor,entity2,entity1
2019-03-10 08:45:00,9.75,51.0,Taylor,entity2,entity1
2019-03-11 08:45:00,10.25,42.0,Taylor,entity2,entity3
2019-03-12 07:29:00,9.05,21.0,Taylor,entity2,entity1
2019-03-13 08:20:00,9.766666666666666,43.0,Taylor,entity2,entity1
2019-03-14 08:34:00,9.533333333333333,35.0,Taylor,entity2,entity1
2019-03-15 08:35:00,10.166666666666666,18.0,Taylor,entity2,entity1
